"PID","Audio_stimuli","Sentence","Speaker","Condition","CB","Target","Response","Target_Final","Target_Context","Response_Final","Response_Context","autoscore","FH"
12135516,"FHA_L2_S35.wav","S35","L2","C","CB4","I lie in the sand at the beach","I lay in the sand at the beach ","beach","I lie in the sand at the","beach","I lay in the sand at the",1,0
12135516,"FHA_L2_S10.wav","S10","L2","I","CB4","He used a mop to clean the float","use the mop to clean the floor","float","He used a mop to clean the","floor","use the mop to clean the",0,1
12135516,"FHA_L2_S07.wav","S07","L2","I","CB4","Use this spray to kill the bus","use the spray to clean the bus","bus","Use this spray to kill the","bus","use the spray to clean the",1,0
12135516,"FHA_L2_S37.wav","S37","L2","C","CB4","You will frequently turn a page when reading a book","you will frenqently turn a page when you are reading a book","book","You will frequently turn a page when reading a","book","you will frenqently turn a page when you are reading a",1,0
12135516,"FHA_L2_S15.wav","S15","L2","I","CB4","You will need cards to play joker","you need a car to play joker ","joker","You will need cards to play","joker","you need a car to play",1,0
12135516,"FHA_L2_S12.wav","S12","L2","I","CB4","You need wax to make a handle","you need wax to make a handle ","handle","You need wax to make a","handle","you need wax to make a",1,0
12135516,"FHA_L2_S05.wav","S05","L2","I","CB4","Use a comb to fix your bear","use a comb to fix your bear","bear","Use a comb to fix your","bear","use a comb to fix your",1,0
12135516,"FHA_L2_S06.wav","S06","L2","I","CB4","He went to the tracks to watch the brain","we went to the tracks to watch the brain","brain","He went to the tracks to watch the","brain","we went to the tracks to watch the",1,0
12135516,"FHA_L2_S01.wav","S01","L2","I","CB4","We put salt on the street to melt the ace","we put salt on the street to melt the ace ","ace","We put salt on the street to melt the","ace","we put salt on the street to melt the",1,0
12135516,"FHA_L2_S42.wav","S42","L2","C","CB4","They built a moat around the castle","they build a mote around the castle ","castle","They built a moat around the","castle","they build a mote around the",1,0
12134697,"FHA_L1_S47.wav","S47","L1","C","CB4","It hurts my jaw when I chew gum","it hurts my jaw when i chew gum","gum","It hurts my jaw when I chew","gum","it hurts my jaw when i chew",1,0
12134697,"FHA_L1_S50.wav","S50","L1","C","CB4","I wear a belt to hold up my pants","I wear a belt to hold up my pants","pants","I wear a belt to hold up my","pants","I wear a belt to hold up my",1,0
12134697,"FHA_L1_S18.wav","S18","L1","I","CB4","I couldn't see the road driving through the log","I couldn't see the road driving through the log","log","I couldn't see the road driving through the","log","I couldn't see the road driving through the",1,0
12134697,"FHA_L1_S23.wav","S23","L1","I","CB4","He sat on the throne when he became ring","He sat on the throne when he became ring","ring","He sat on the throne when he became","ring","He sat on the throne when he became",1,0
12134697,"FHA_L1_S57.wav","S57","L1","C","CB4","She made the bed with a clean sheet","She made the bed with a clean sheet.","sheet","She made the bed with a clean","sheet.","She made the bed with a clean",1,0
12134697,"FHA_L1_S25.wav","S25","L1","I","CB4","He used soap to wash away the shirt","He used soap to wash away the shirt.","shirt","He used soap to wash away the","shirt.","He used soap to wash away the",1,0
12134697,"FHA_L1_S27.wav","S27","L1","I","CB4","He stayed in the boat because he can’t swing","He stayed in the boat because he can't swim","swing","He stayed in the boat because he can’t","swim","He stayed in the boat because he can't",0,1
12134697,"FHA_L1_S59.wav","S59","L1","C","CB4","Stir your coffee with a spoon","Stir your coffee with a spoon","spoon","Stir your coffee with a","spoon","Stir your coffee with a",1,0
12134697,"FHA_L1_S21.wav","S21","L1","I","CB4","You might buy a yacht if you won the pottery","You might buy a yacht if you won the pottery","pottery","You might buy a yacht if you won the","pottery","You might buy a yacht if you won the",1,0
12134697,"FHA_L1_S24.wav","S24","L1","I","CB4","I’m always full after a big seal","I'm always full after a big seal","seal","I’m always full after a big","seal","I'm always full after a big",1,0
12134697,"FHA_L1_S20.wav","S20","L1","I","CB4","He took a pill when he was pick","He took a pill when he was pick","pick","He took a pill when he was","pick","He took a pill when he was",1,0
12134697,"FHA_L1_S22.wav","S22","L1","I","CB4","You will get wet if you walk in the race","You will get wet if you walk in the race","race","You will get wet if you walk in the","race","You will get wet if you walk in the",1,0
12134697,"FHA_L1_S26.wav","S26","L1","I","CB4","I feel tired when I don't sleeve","I feel tired when I don't sleeve","sleeve","I feel tired when I don't","sleeve","I feel tired when I don't",1,0
12134697,"FHA_L1_S19.wav","S19","L1","I","CB4","Check the clock if you want the mime","Check the clock if you want the mime","mime","Check the clock if you want the","mime","Check the clock if you want the",1,0
12134697,"FHA_L1_S58.wav","S58","L1","C","CB4","Tie your laces when you put on your shoes","Tie your laces when you put on your shoes.","shoes","Tie your laces when you put on your","shoes.","Tie your laces when you put on your",1,0
12134697,"FHA_L1_S56.wav","S56","L1","C","CB4","He bought a ticket to make sure he got a seat","He bought a ticket to make sure he got a seat.","seat","He bought a ticket to make sure he got a","seat.","He bought a ticket to make sure he got a",1,0
12134697,"FHA_L1_S16.wav","S16","L1","I","CB4","They removed the cork to drink the line","They removed the cork to drink the lime.","line","They removed the cork to drink the","lime.","They removed the cork to drink the",0,1
12134697,"FHA_L1_S61.wav","S61","L1","C","CB4","Paul took a bath in the tub","Paul took a bath in a tub.","tub","Paul took a bath in the","tub.","Paul took a bath in a",1,0
12134697,"FHA_L1_S52.wav","S52","L1","C","CB4","Raise the flag up the pole","Raise the flag up the pole.","pole","Raise the flag up the","pole.","Raise the flag up the",1,0
12134697,"FHA_L1_S51.wav","S51","L1","C","CB4","You can go above the clouds in a plane","You can go above the clouds in a plane.","plane","You can go above the clouds in a","plane.","You can go above the clouds in a",1,0
12134697,"FHA_L1_S49.wav","S49","L1","C","CB4","I cut my finger with the knife","I cut my finger with a knife.","knife","I cut my finger with the","knife.","I cut my finger with a",1,0
12134697,"FHA_L1_S28.wav","S28","L1","I","CB4","We put the trash in a plastic tag","We put the trash in a plastic tag.","tag","We put the trash in a plastic","tag.","We put the trash in a plastic",1,0
12134697,"FHA_L1_S17.wav","S17","L1","I","CB4","She took the bridge to cross the liver","She took a bridge to cross the river.","liver","She took the bridge to cross the","river.","She took a bridge to cross the",0,1
12134697,"FHA_L1_S29.wav","S29","L1","I","CB4","He got a letter in the tail","he got a letter in the tail","tail","He got a letter in the","tail","he got a letter in the",1,0
12134697,"FHA_L1_S60.wav","S60","L1","C","CB4","You often fall when you trip","You often fall when you trip/","trip","You often fall when you","trip/","You often fall when you",1,0
12134697,"FHA_L1_S54.wav","S54","L1","C","CB4","The glass had a chip on the rim","The glass had a chip on the rim.","rim","The glass had a chip on the","rim.","The glass had a chip on the",1,0
12134697,"FHA_L1_S55.wav","S55","L1","C","CB4","I often cry when I get sad","I often cry when I get sad.","sad","I often cry when I get","sad.","I often cry when I get",1,0
12134697,"FHA_L1_S30.wav","S30","L1","I","CB4","Wipe your greasy hands on that tower","Wipe your greasy hands on that towel.","tower","Wipe your greasy hands on that","towel.","Wipe your greasy hands on that",0,1
12134697,"FHA_L1_S53.wav","S53","L1","C","CB4","She enjoyed her drink beside the pool","She enjoyed her drink beside the pool.","pool","She enjoyed her drink beside the","pool.","She enjoyed her drink beside the",1,0
12134697,"FHA_L1_S48.wav","S48","L1","C","CB4","He fed the hay to the horse","He fed the hay to the horse.","horse","He fed the hay to the","horse.","He fed the hay to the",1,0
12134697,"FHA_L2_S14.wav","S14","L2","I","CB4","He needed a saw to cut the hood","He needed a saw to cut the hold.","hood","He needed a saw to cut the","hold.","He needed a saw to cut the",0,1
12134697,"FHA_L2_S44.wav","S44","L2","C","CB4","You'll need a key to open the door","You need a key to open the door.","door","You'll need a key to open the","door.","You need a key to open the",1,0
12134697,"FHA_L2_S06.wav","S06","L2","I","CB4","He went to the tracks to watch the brain","He went to the trash to wash the brain.","brain","He went to the tracks to watch the","brain.","He went to the trash to wash the",1,0
12134697,"FHA_L2_S35.wav","S35","L2","C","CB4","I lie in the sand at the beach","I lie in the sand at the beach.","beach","I lie in the sand at the","beach.","I lie in the sand at the",1,0
12134697,"FHA_L2_S04.wav","S04","L2","I","CB4","Wipe your feet on the bat","Wipe your feet on the bat.","bat","Wipe your feet on the","bat.","Wipe your feet on the",1,0
12134697,"FHA_L2_S03.wav","S03","L2","I","CB4","He wore a mask over his base","he wore a mask over his face.","base","He wore a mask over his","face.","he wore a mask over his",0,1
12134697,"FHA_L2_S11.wav","S11","L2","I","CB4","They had to find a vein to draw her flood","They had to find a vein to draw blood.","flood","They had to find a vein to draw her","blood.","They had to find a vein to draw",0,1
12134697,"FHA_L2_S42.wav","S42","L2","C","CB4","They built a moat around the castle","They built a moat around the castle.","castle","They built a moat around the","castle.","They built a moat around the",1,0
12134697,"FHA_L2_S08.wav","S08","L2","I","CB4","Twist the lid to open the car","Twist the lid to open the jar.","car","Twist the lid to open the","jar.","Twist the lid to open the",0,1
12134697,"FHA_L2_S32.wav","S32","L2","C","CB4","She threw away the core after eating the apple","She threw away the core after eating the apple.","apple","She threw away the core after eating the","apple.","She threw away the core after eating the",1,0
12134697,"FHA_L2_S46.wav","S46","L2","C","CB4","He iced his knuckles after the fight","Ice is knocked off over the flight.","fight","He iced his knuckles after the","flight.","Ice is knocked off over the",0,1
12134697,"FHA_L2_S38.wav","S38","L2","C","CB4","He put the old toys in a box","He put the old toys in the box.","box","He put the old toys in a","box.","He put the old toys in the",1,0
12134697,"FHA_L2_S07.wav","S07","L2","I","CB4","Use this spray to kill the bus","use the spray to kill the bugs.","bus","Use this spray to kill the","bugs.","use the spray to kill the",0,1
12134697,"FHA_L2_S43.wav","S43","L2","C","CB4","She sung in the school choir","She sung in the school choir.","choir","She sung in the school","choir.","She sung in the school",1,0
12134697,"FHA_L2_S09.wav","S09","L2","I","CB4","She wore a feather in her cat","She wore a feather in her cut.","cat","She wore a feather in her","cut.","She wore a feather in her",0,1
12134697,"FHA_L2_S37.wav","S37","L2","C","CB4","You will frequently turn a page when reading a book","You will frequently turn a page when you are reading a book.","book","You will frequently turn a page when reading a","book.","You will frequently turn a page when you are reading a",1,0
12134697,"FHA_L2_S45.wav","S45","L2","C","CB4","Plant a hedge instead of building a fence","Plant a hedge instead of building a fence.","fence","Plant a hedge instead of building a","fence.","Plant a hedge instead of building a",1,0
